name,user rating,Price,MS Office Provided,Dedicated Graphic Memory Capacity,SSD Capacity,Graphic Processor,Number of Cores,Operating System,Refresh Rate,Brand,Professional,Gaming,EveryDay,Processor,RAM(in GB),Price_Normalized,SSD Capacity (In Gb),SSD Capacity Normalized,Normalized review,Number of Cores_Normalized,HDD Capacity,HDD Capacity_Normalized,Price_Category,Pocket Friendly,Mid Range,High End,laptop_Link
"dell inspiron core i5 11th gen - (8 gb/512 gb ssd/windows 11 home) inspiron 5410 2 in 1 laptop  (14 inch, platinum silver, 1.5 kgs, with ms office)",4.1,74990,1,0,512 gb,intel integrated iris xe graphics,4,windows,,dell,1,0,1,core i5 11th gen,8,0.206293706293706,512,0.2,0.71875,0.230769230769231,0,0,Mid Range,0,1,0,
"dell inspiron core i5 11th gen - (16 gb/512 gb ssd/windows 11 home/2 gb graphics) inspiron 5518 thin and light laptop  (15.6 inch, platinum silver, 1.64 kg, with ms office)",3.8,74690,1,2 gb,512 gb,nvidia geforce mx450,4,windows,,dell,1,1,1,core i5 11th gen,16,0.205244755244755,512,0.2,0.625,0.230769230769231,0,0,Mid Range,0,1,0,
"dell core i5 11th gen - (8 gb/512 gb ssd/windows 10) vostro 5402 thin and light laptop  (14 inch, vintage gray, 1.4 kg, with ms office)",3,61490,1,0,512 gb,intel integrated uhd,4,windows,,dell,1,0,1,core i5 11th gen,8,0.159090909090909,512,0.2,0.375,0.230769230769231,0,0,Mid Range,0,1,0,
"dell core i5 11th gen - (8 gb/512 gb ssd/windows 11 home/2 gb graphics) inspiron 5410 2 in 1 laptop  (14 inch, platinum silver, 1.5 kg, with ms office)",4.20623188405797,78490,1,2 gb,512 gb,nvidia geforce mx350,4,windows,,dell,1,1,1,core i5 11th gen,8,0.218531468531469,512,0.2,0.751947463768116,0.230769230769231,0,0,Mid Range,0,1,0,
"dell inspiron core i5 11th gen - (8 gb/512 gb ssd/windows 11 home) inspiron 3511 thin and light laptop  (15.6 inch, platinum silver, 1.8 kg, with ms office)",3.9,61490,1,0,512 gb,intel integrated uhd,4,windows,,dell,1,0,1,core i5 11th gen,8,0.159090909090909,512,0.2,0.65625,0.230769230769231,0,0,Mid Range,0,1,0,
"dell inspiron ryzen 7 octa core 5700u - (16 gb/512 gb ssd/windows 11 home) inspiron 7415 2 in 1 laptop  (14 inch, pebble green, 1.56 kg, with ms office)",4.7,84990,1,0,512 gb,amd radeon,8,windows,,dell,1,0,1,,16,0.241258741258741,512,0.2,0.90625,0.538461538461539,0,0,High End,0,0,1,
"dell inspiron ryzen 3 dual core 3250u - (8 gb/1 tb hdd/windows 11 home) inspiron 3515 thin and light laptop  (14.96 inch, platinum silver, 1.8 kgs, with ms office)",3.4,39490,1,0,,amd radeon radeon graphics,2,windows,,dell,0,0,0,,8,0.0821678321678322,,,0.5,0.0769230769230769,1,1,Pocket Friendly,1,0,0,
"dell inspiron core i3 10th gen - (8 gb/512 gb ssd/windows 11 home) inspiron 3511 thin and light laptop  (15.6 inch, platinum silver, 1.8 kg, with ms office)",4.3,47990,1,0,512 gb,intel integrated uhd,2,windows,,dell,1,0,1,core i3 10th gen,8,0.111888111888112,512,0.2,0.78125,0.0769230769230769,0,0,Mid Range,0,1,0,
"dell inspiron ryzen 5 quad core 3450u - (8 gb/1 tb hdd/256 gb ssd/windows 11 home) inspiron 3515 thin and light laptop  (15.6 inch, platinum silver, 1.8 kgs, with ms office)",3.9,58000,1,0,256 gb,amd radeon vega graphics,4,windows,,dell,0,0,0,,8,0.146888111888112,256,0.0666666666666667,0.65625,0.230769230769231,0,0,Mid Range,0,1,0,
"dell core i3 11th gen - (8 gb/512 gb ssd/windows 11 home) inspiron 5410 2 in 1 laptop  (14 inch, platinum silver, 1.5 kg, with ms office)",4.2,60490,1,0,512 gb,intel integrated uhd,2,windows,,dell,1,0,1,core i3 11th gen,8,0.155594405594406,512,0.2,0.75,0.0769230769230769,0,0,Mid Range,0,1,0,
"dell inspiron core i5 11th gen - (8 gb/1 tb hdd/256 gb ssd/windows 11 home) inspiron 3511 thin and light laptop  (15.6 inch, platinum silver, 1.8 kg, with ms office)",4.2,61970,1,0,256 gb,intel integrated uhd,4,windows,,dell,1,0,1,core i5 11th gen,8,0.160769230769231,256,0.0666666666666667,0.75,0.230769230769231,0,0,Mid Range,0,1,0,
"dell ryzen 3 dual core 3250u - (8 gb/256 gb ssd/windows 10) inspiron 3515 thin and light laptop  (15.6 inch, platinum silver, 1.8 kg, with ms office)",3.7,39390,1,0,256 gb,amd radeon amd,2,windows,,dell,1,0,1,,8,0.0818181818181818,256,0.0666666666666667,0.59375,0.0769230769230769,0,0,Pocket Friendly,1,0,0,
"dell inspiron core i5 11th gen - (8 gb/512 gb ssd/windows 11 home) inspiron 5410 2 in 1 laptop  (14 inch, platinum silver, 1.50 kgs, with ms office)",4.4,71990,1,0,512 gb,intel integrated iris xe graphics,4,windows,,dell,1,0,1,core i5 11th gen,8,0.195804195804196,512,0.2,0.8125,0.230769230769231,0,0,Mid Range,0,1,0,
"dell inspiron pentium quad core - (4 gb/256 gb ssd/windows 11 home) inspiron 3000 thin and light laptop  (15.6 inch, carbon black, 1.8 kg, with ms office)",4.3,36000,1,0,256 gb,intel integrated uhd,4,windows,,dell,1,0,1,,4,0.069965034965035,256,0.0666666666666667,0.78125,0.230769230769231,0,0,Pocket Friendly,1,0,0,
"dell vostro core i3 11th gen - (4 gb/1 tb hdd/256 gb ssd/windows 11 home) vostro 3400 thin and light laptop  (14 inch, accent black, 1.59 kg, with ms office)",3,35999,1,0,256 gb,intel integrated uhd,2,windows,,dell,0,0,0,core i3 11th gen,4,0.0699615384615385,256,0.0666666666666667,0.375,0.0769230769230769,0,0,Pocket Friendly,1,0,0,
"dell inspiron core i5 11th gen - (8 gb/256 gb ssd/windows 11 home) inspiron 3511 thin and light laptop  (15.6 inch, carbon black, 1.8 kgs, with ms office)",3.8,55990,1,0,256 gb,intel integrated uhd graphics,4,windows,,dell,0,0,0,core i5 11th gen,8,0.13986013986014,256,0.0666666666666667,0.625,0.230769230769231,0,0,Mid Range,0,1,0,
"dell inspiron core i3 11th gen - (8 gb/256 gb ssd/windows 11 home) inspiron 5410 2 in 1 laptop  (14 inch, platinum silver, 1.5 kg, with ms office)",4.4,47990,1,0,256 gb,intel integrated uhd,2,windows,,dell,1,0,1,core i3 11th gen,8,0.111888111888112,256,0.0666666666666667,0.8125,0.0769230769230769,0,0,Mid Range,0,1,0,
"dell inspiron core i5 11th gen - (16 gb/512 gb ssd/windows 11 home) inspiron 5410 2 in 1 laptop  (14 inch, platinum silver, 1.5 kg, with ms office)",4.7,89890,1,0,512 gb,nvidia geforce mx350,4,windows,,dell,1,0,1,core i5 11th gen,16,0.258391608391608,512,0.2,0.90625,0.230769230769231,0,0,High End,0,0,1,
"dell vostro core i3 10th gen - (4 gb/1 tb hdd/256 gb ssd/windows 11 home) vostro 3401 thin and light laptop  (14 inch, accent black, 1.58 kg, with ms office)",4.20623188405797,34990,1,0,256 gb,intel integrated hd,2,windows,,dell,0,0,0,core i3 10th gen,4,0.0664335664335664,256,0.0666666666666667,0.751947463768116,0.0769230769230769,0,0,Pocket Friendly,1,0,0,
"dell vostro ryzen 5 quad core r5-3450u - (8 gb/256 gb ssd/windows 11 home) vostro 3405 thin and light laptop  (14 inch, accent black, 1.59 kg, with ms office)",4.4,44490,1,0,256 gb,amd radeon,4,windows,,dell,0,0,0,,8,0.0996503496503497,256,0.0666666666666667,0.8125,0.230769230769231,0,0,Mid Range,0,1,0,
"dell inspiron ryzen 5 hexa core r5-5500u - (8 gb/512 gb ssd/windows 11 home) inspiron 5515 thin and light laptop  (15.6 inch, platinum silver, 1.64 kg, with ms office)",4.6,65000,1,0,512 gb,amd radeon,6,windows,,dell,1,0,1,,8,0.171363636363636,512,0.2,0.875,0.384615384615385,0,0,Mid Range,0,1,0,
"dell inspiron core i3 11th gen - (8 gb/256 gb ssd/windows 11 home) inspiron 3511 thin and light laptop  (14.96 inch, platinum silver, 1.8 kg, with ms office)",4.2,41990,1,0,256 gb,intel integrated uhd,2,windows,,dell,1,0,1,core i3 11th gen,8,0.0909090909090909,256,0.0666666666666667,0.75,0.0769230769230769,0,0,Pocket Friendly,1,0,0,
"dell inspiron ryzen 3 dual core 3250u - (8 gb/256 gb ssd/windows 11 home) inspiron 3515 thin and light laptop  (15.6 inch, platinum silver, 1.8 kg, with ms office)",4.1,39490,1,0,256 gb,amd radeon radeon graphics,2,windows,,dell,0,0,0,,8,0.0821678321678322,256,0.0666666666666667,0.71875,0.0769230769230769,0,0,Pocket Friendly,1,0,0,
"dell inspiron ryzen 3 dual core 3250u - (8 gb/1 tb hdd/256 gb ssd/windows 11 home) inspiron 3515 thin and light laptop  (14.96 inch, platinum silver, 1.8 kgs, with ms office)",4.5,43990,1,0,256 gb,amd radeon radeon graphics,2,windows,,dell,0,0,0,,8,0.0979020979020979,256,0.0666666666666667,0.84375,0.0769230769230769,0,0,Mid Range,0,1,0,
"dell inspiron core i5 11th gen - (16 gb/512 gb ssd/windows 11 home) inspiron 5518 thin and light laptop  (15.6 inch, platinum silver, 1.64 kgs, with ms office)",3.8,69990,1,0,512 gb,intel integrated iris xe graphics,4,windows,,dell,1,0,1,core i5 11th gen,16,0.188811188811189,512,0.2,0.625,0.230769230769231,0,0,Mid Range,0,1,0,
"dell inspiron core i3 11th gen - (8 gb/1 tb hdd/256 gb ssd/windows 11 home) inspiron 3511 thin and light laptop  (15.6 inch, platinum silver, 1.8 kg, with ms office)",4.3,48990,1,0,256 gb,intel integrated uhd,2,windows,,dell,1,0,1,core i3 11th gen,8,0.115384615384615,256,0.0666666666666667,0.78125,0.0769230769230769,0,0,Mid Range,0,1,0,
"dell inspiron ryzen 5 quad core 3450u - (8 gb/512 gb ssd/windows 11 home) inspiron 3515 thin and light laptop  (15.6 inch, platinum silver, 1.8 kg, with ms office)",4.1,49990,1,0,512 gb,amd radeon,4,windows,,dell,0,0,0,,8,0.118881118881119,512,0.2,0.71875,0.230769230769231,0,0,Mid Range,0,1,0,
"dell core i5 11th gen - (16 gb/512 gb ssd/windows 10 home/2 gb graphics) 3511 laptop  (15.6 inch, platinum silver, with ms office)",4.20623188405797,73519,1,2 gb,512 gb,nvidia geforce ddr5,6,windows,,dell,0,1,0,core i5 11th gen,16,0.20115034965035,512,0.2,0.751947463768116,0.384615384615385,0,0,Mid Range,0,1,0,
"dell inpiron 7501 core i5 10th gen - (8 gb/512 gb ssd/windows 10/4 gb graphics) 7501 laptop  (15.6 inch, silver premium, 1.8 kg, with ms office)",4.20623188405797,75990,1,4 gb,512 gb,nvidia geforce gtx nvidia(r) geforce gtx(r) 1650 ti 4gb gddr6,4,windows,,dell,0,1,0,core i5 10th gen,8,0.20979020979021,512,0.2,0.751947463768116,0.230769230769231,0,0,Mid Range,0,1,0,
"dell ryzen 5 quad core - (8 gb/1 tb hdd/256 gb ssd/windows 10) 3515 laptop  (15.6 inch, blue mist sparkle, with ms office)",4.3,51990,1,0,256 gb,amd radeon vega 8,,windows,,dell,0,0,0,,8,0.125874125874126,256,0.0666666666666667,0.78125,0,0,0,Mid Range,0,1,0,
"dell inspiron core i5 11th gen - (8 gb/1 tb hdd/256 gb ssd/windows 10) 3511 laptop  (15.6 inches, platinum silver, 1.85 kg, with ms office)",4.20623188405797,59990,1,0,256 gb,intel integrated,4,windows,,dell,0,0,0,core i5 11th gen,8,0.153846153846154,256,0.0666666666666667,0.751947463768116,0.230769230769231,0,0,Mid Range,0,1,0,
"dell core i3 11th gen - (8 gb/1 tb hdd/windows 11 home) 3511 laptop  (15.6 inch, carbon black, with ms office)",4,42490,1,0,,intel integrated,4,windows,,dell,1,0,1,core i3 11th gen,8,0.0926573426573427,,,0.6875,0.230769230769231,1,1,Pocket Friendly,1,0,0,
"dell dell inspiron 3515 2021 series ryzen 3 dual core amd ryzen 3 3250u - (8 gb/1 tb hdd/windows 10) inspiron 3515 laptop  (15.6 inch, carbon silver, with ms office)",4.20623188405797,43990,1,0,,amd radeon vega 8,2,windows,,dell,0,0,0,,8,0.0979020979020979,,,0.751947463768116,0.0769230769230769,1,1,Mid Range,0,1,0,
"dell ryzen 5 hexa core 5600h - (8 gb/512 gb ssd/windows 10/4 gb graphics/nvidia geforce rtx 3050) g15-5515 gaming laptop  (14.96 inch, specter green, 2.5 kg, with ms office)",4.20623188405797,97468,1,4 gb,512 gb,nvidia geforce rtx 3050,6,windows,,dell,1,1,1,,8,0.284888111888112,512,0.2,0.751947463768116,0.384615384615385,0,0,High End,0,0,1,
"dell ryzen 5 quad core - (8 gb/1 tb ssd/windows 10) inspiron3515 laptop  (15.6 inch, carbon silver, with ms office)",4,57900,1,0,1 tb,amd radeon vega 8,,windows,,dell,0,0,0,,8,0.146538461538462,1024,0.466666666666667,0.6875,0,0,0,Mid Range,0,1,0,
"dell inspiron core i3 11th gen - (8 gb/256 gb ssd/windows 10) inspiron 3511 thin and light laptop  (15.6 inch, carbon, 1.85 kg, with ms office)",4.2,42490,1,0,256 gb,intel integrated uhd,2,windows,,dell,1,0,1,core i3 11th gen,8,0.0926573426573427,256,0.0666666666666667,0.75,0.0769230769230769,0,0,Pocket Friendly,1,0,0,
"dell vostro core i3 11th gen - (4 gb/1 tb hdd/256 gb ssd/windows 10) vostro 3400 thin and light laptop  (14 inch, dune, 1.58 kg, with ms office)",3.7,44090,1,0,256 gb,intel integrated uhd,2,windows,,dell,1,0,1,core i3 11th gen,4,0.0982517482517483,256,0.0666666666666667,0.59375,0.0769230769230769,0,0,Mid Range,0,1,0,
"dell core i5 11th gen - (16 gb/512 gb ssd/windows 10) inspiron 5418 thin and light laptop  (14 inch, silver, 1.5 kg, with ms office)",4,70090,1,0,512 gb,intel integrated iris xe,6,windows,,dell,1,0,1,core i5 11th gen,16,0.189160839160839,512,0.2,0.6875,0.384615384615385,0,0,Mid Range,0,1,0,
"dell vostro ryzen 5 quad core 3500u - (8 gb/512 gb ssd/windows 10) vostro 3405 thin and light laptop  (14 inches, dune, 1.58 kg, with ms office)",4.1,48990,1,0,512 gb,amd radeon vega graphics,4,windows,,dell,0,0,0,,8,0.115384615384615,512,0.2,0.71875,0.230769230769231,0,0,Mid Range,0,1,0,
"dell core i5 11th gen - (8 gb/1 tb hdd/windows 10) 3400 laptop  (15 inch, dune, with ms office)",4.20623188405797,58990,1,0,,intel integrated,6,windows,,dell,1,0,1,core i5 11th gen,8,0.15034965034965,,,0.751947463768116,0.384615384615385,1,1,Mid Range,0,1,0,
"dell core i3 11th gen - (8 gb/256 gb ssd/windows 10) 3511 laptop  (15.6 inch, mist blue speckle, with ms office)",4.20623188405797,49500,1,0,256 gb,intel integrated,4,windows,,dell,1,0,1,core i3 11th gen,8,0.117167832167832,256,0.0666666666666667,0.751947463768116,0.230769230769231,0,0,Mid Range,0,1,0,
"dell 3000 core i3 11th gen - (8 gb/1 tb hdd/windows 11 home) 3511 laptop  (15.6 inch, platinum silver, with ms office)",4,39997,1,0,,intel integrated intel uhd graphics,4,windows,,dell,1,0,1,core i3 11th gen,8,0.0839405594405595,,,0.6875,0.230769230769231,1,1,Pocket Friendly,1,0,0,
"dell inspiron core i3 10th gen - (8 gb/1 tb hdd/windows 10) inspiron 3511 thin and light laptop  (15.6 inch, carbon, 1.85 kg, with ms office)",3.7,40990,1,0,,intel integrated uhd,2,windows,,dell,1,0,1,core i3 10th gen,8,0.0874125874125874,,,0.59375,0.0769230769230769,1,1,Pocket Friendly,1,0,0,
"dell inspiron core i3 10th gen - (8 gb/256 gb ssd/windows 10) inspiron 3511 thin and light laptop  (15.6 inch, accent black, 1.85 kg, with ms office)",3.9,42590,1,0,256 gb,intel integrated uhd,2,windows,,dell,1,0,1,core i3 10th gen,8,0.093006993006993,256,0.0666666666666667,0.65625,0.0769230769230769,0,0,Pocket Friendly,1,0,0,
"dell insprion 3511 core i3 11th gen - (8 gb/1 tb hdd/windows 10 home) d560567win9b laptop  (15.6 inch, carbon black, with ms office)",3.8,42900,1,0,,intel integrated intel,4,windows,,dell,1,0,1,core i3 11th gen,8,0.0940909090909091,,,0.625,0.230769230769231,1,1,Pocket Friendly,1,0,0,
"dell g15 ryzen 5 hexa core 5600h - (8 gb/512 gb ssd/windows 10/4 gb graphics/nvidia geforce rtx 3050) g15-5515 gaming laptop  (15.6 inch, phantom grey, 2.4 kg, with ms office)",4.6,83990,1,4 gb,512 gb,nvidia geforce rtx 3050,,windows,,dell,0,1,0,,8,0.237762237762238,512,0.2,0.875,0,0,0,High End,0,0,1,
"dell core i5 11th gen - (16 gb/512 gb ssd/windows 10 home) d560587win9s laptop  (15.6 inch, platinum silver, with ms office)",3.3,69500,1,0,512 gb,intel integrated ddr4,6,windows,,dell,1,0,1,core i5 11th gen,16,0.187097902097902,512,0.2,0.46875,0.384615384615385,0,0,Mid Range,0,1,0,
"dell g15 core i7 11th gen - (16 gb/1 tb ssd/windows 10/6 gb graphics/nvidia geforce rtx 3060/120 hz) g15-5511 gaming laptop  (15.6 inch, dark shadow grey, 2.4 kg, with ms office)",4.20623188405797,134990,1,6 gb,1 tb,nvidia geforce rtx 3060,8,windows,120 hz,dell,0,1,0,core i7 11th gen,16,0.416083916083916,1024,0.466666666666667,0.751947463768116,0.538461538461539,0,0,High End,0,0,1,
"dell inspiron core i5 11th gen - (8 gb/1 tb hdd/256 gb ssd/windows 10/2 gb graphics) inspiron 3511 thin and light laptop  (15.6 inch, carbon, 1.85 kg, with ms office)",3.8,71000,1,2 gb,256 gb,nvidia geforce mx350,4,windows,,dell,1,1,1,core i5 11th gen,8,0.192342657342657,256,0.0666666666666667,0.625,0.230769230769231,0,0,Mid Range,0,1,0,
"dell vostro core i3 11th gen - (8 gb/256 gb ssd/windows 10) vostro 3400 thin and light laptop  (14 inch, dune, 1.58 kg, with ms office)",4.3,41990,1,0,256 gb,intel integrated uhd,2,windows,,dell,1,0,1,core i3 11th gen,8,0.0909090909090909,256,0.0666666666666667,0.78125,0.0769230769230769,0,0,Pocket Friendly,1,0,0,
"dell inspiron core i5 11th gen - (8 gb/512 gb ssd/windows 10/2 gb graphics) inspiron 5410 2 in 1 laptop  (14 inch, platinum silver, 1.5 kg, with ms office)",4.6,82990,1,2 gb,512 gb,intel integrated mx350,4,windows,,dell,1,1,1,core i5 11th gen,8,0.234265734265734,512,0.2,0.875,0.230769230769231,0,0,High End,0,0,1,
"dell inspiron core i5 11th gen - (16 gb/512 gb ssd/windows 10) inspiron 5418 thin and light laptop  (14 inch, platinum silver, 1.46 kg, with ms office)",4,71090,1,0,512 gb,intel integrated iris xe,4,windows,,dell,1,0,1,core i5 11th gen,16,0.192657342657343,512,0.2,0.6875,0.230769230769231,0,0,Mid Range,0,1,0,
"dell inspiron core i5 11th gen - (8 gb/512 gb ssd/windows 10) inspiron 5410 2 in 1 laptop  (14 inch, platinum silver, 1.5 kg, with ms office)",4.6,73990,1,0,512 gb,intel integrated iris xe,4,windows,,dell,1,0,1,core i5 11th gen,8,0.202797202797203,512,0.2,0.875,0.230769230769231,0,0,Mid Range,0,1,0,
"dell core i3 10th gen - (8 gb/1 tb hdd/windows 10) inspiron 3511 thin and light laptop  (14.96 inch, platinum silver, 1.85 kg, with ms office)",3.3,41390,1,0,,intel integrated uhd,,windows,,dell,1,0,1,core i3 10th gen,8,0.0888111888111888,,,0.46875,0,1,1,Pocket Friendly,1,0,0,
"dell g15 ryzen 5 hexa core 5600h - (16 gb/512 gb ssd/windows 10/4 gb graphics/nvidia geforce rtx 3050) g15-5515 gaming laptop  (15.6 inch, phantom grey, 2.4 kg, with ms office)",4.6,83490,1,4 gb,512 gb,nvidia geforce rtx 3050,,windows,,dell,0,1,0,,16,0.236013986013986,512,0.2,0.875,0,0,0,High End,0,0,1,
"dell core i3 10th gen - (8 gb/1 tb hdd/256 gb ssd/windows 10) inspiron 3511 thin and light laptop  (15.6 inch, platinum silver, 1.85 kg, with ms office)",2.9,46890,1,0,256 gb,intel integrated uhd,,windows,,dell,1,0,1,core i3 10th gen,8,0.108041958041958,256,0.0666666666666667,0.34375,0,0,0,Mid Range,0,1,0,
"dell athlon dual core 3050u - (4 gb/256 gb ssd/windows 10) inspiron 3505 thin and light laptop  (15.6 inch, soft mint, 1.83 kg, with ms office)",4.3,38499,1,0,256 gb,amd radeon amd,,windows,,dell,1,0,1,,4,0.0787027972027972,256,0.0666666666666667,0.78125,0,0,0,Pocket Friendly,1,0,0,
"dell inspiron core i3 10th gen - (8 gb/1 tb hdd/256 gb ssd/windows 10) inspiron 3511 thin and light laptop  (15.6 inch, carbon, 1.85 kg, with ms office)",4.1,44490,1,0,256 gb,intel integrated uhd,2,windows,,dell,1,0,1,core i3 10th gen,8,0.0996503496503497,256,0.0666666666666667,0.71875,0.0769230769230769,0,0,Mid Range,0,1,0,
"dell inspiron ryzen 5 quad core 3450u - (8 gb/256 gb ssd/windows 10) inspiron 3505 notebook  (15.6 inch, soft mint, 1.83 kg, with ms office)",4.3,42490,1,0,256 gb,amd radeon vega,4,windows,,dell,0,0,0,,8,0.0926573426573427,256,0.0666666666666667,0.78125,0.230769230769231,0,0,Pocket Friendly,1,0,0,
"dell vostro core i5 11th gen - (8 gb/512 gb ssd/windows 10) vostro 3000 thin and light laptop  (14 inch, accent black, 1.58 kg, with ms office)",4.1,61900,1,0,512 gb,intel integrated iris xe,2,windows,,dell,1,0,1,core i5 11th gen,8,0.160524475524476,512,0.2,0.71875,0.0769230769230769,0,0,Mid Range,0,1,0,
"dell g15 core i7 11th gen - (16 gb/512 gb ssd/windows 10/4 gb graphics/nvidia geforce rtx 3050ti/120 hz) g15-5511 gaming laptop  (15.6 inch, dark shadow grey, 2.4 kg, with ms office)",4.5,108990,1,4 gb,512 gb,nvidia geforce rtx 3050ti,8,windows,120 hz,dell,0,1,0,core i7 11th gen,16,0.325174825174825,512,0.2,0.84375,0.538461538461539,0,0,High End,0,0,1,
"dell vostro core i5 11th gen - (8 gb/1 tb hdd/256 gb ssd/windows 10) vostro 3400 thin and light laptop  (14 inch, accent black, 1.58 kg, with ms office)",3.8,49990,1,0,256 gb,intel integrated iris xe,4,windows,,dell,1,0,1,core i5 11th gen,8,0.118881118881119,256,0.0666666666666667,0.625,0.230769230769231,0,0,Mid Range,0,1,0,
"dell core i5 11th gen - (16 gb/512 gb ssd/windows 10/2 gb graphics) inspiron 5410 2 in 1 laptop  (14 inch, platinum silver, 1.5 kg, with ms office)",4.2,80990,1,2 gb,512 gb,nvidia geforce mx350,4,windows,,dell,1,1,1,core i5 11th gen,16,0.227272727272727,512,0.2,0.75,0.230769230769231,0,0,Mid Range,0,1,0,
"dell inspiron core i3 11th gen - (8 gb/1 tb hdd/256 gb ssd/windows 10) inspiron 3511 thin and light laptop  (15.6 inch, carbon, 1.85 kg, with ms office)",4.1,49490,1,0,256 gb,intel integrated uhd,2,windows,,dell,1,0,1,core i3 11th gen,8,0.117132867132867,256,0.0666666666666667,0.71875,0.0769230769230769,0,0,Mid Range,0,1,0,
"dell core i3 11th gen - (8 gb/256 gb ssd/windows 10) inspiron 5410 2 in1 2 in 1 laptop  (14 inch, platinum silver, 1.56 kg, with ms office)",4.3,69990,1,0,256 gb,intel integrated uhd,4,windows,,dell,1,0,1,core i3 11th gen,8,0.188811188811189,256,0.0666666666666667,0.78125,0.230769230769231,0,0,Mid Range,0,1,0,
"dell insprion 3501 core i3 11th gen - (8 gb/1 tb hdd/windows 10 home) d560423win9s laptop  (15.6 inch, accent black, with ms office)",4.2,43490,1,0,,intel integrated intel,4,windows,,dell,1,0,1,core i3 11th gen,8,0.0961538461538462,,,0.75,0.230769230769231,1,1,Mid Range,0,1,0,
"dell vostro core i3 11th gen - (8 gb/256 gb ssd/windows 10) vostro 3400 thin and light laptop  (14.96 inch, accent black, 1.58 kg, with ms office)",4.1,38990,1,0,256 gb,intel integrated uhd,2,windows,,dell,0,0,0,core i3 11th gen,8,0.0804195804195804,256,0.0666666666666667,0.71875,0.0769230769230769,0,0,Pocket Friendly,1,0,0,
"dell inspiron core i5 11th gen - (8 gb/1 tb hdd/256 gb ssd/windows 10/2 gb graphics) inspiron 3511 laptop  (15.6 inches, platinum silver, 1.85 kg, with ms office)",3.8,69099,1,2 gb,256 gb,nvidia geforce mx350,4,windows,,dell,0,1,0,core i5 11th gen,8,0.185695804195804,256,0.0666666666666667,0.625,0.230769230769231,0,0,Mid Range,0,1,0,
"dell vostro core i3 11th gen - (8 gb/1 tb hdd/windows 10) vostro 3400 thin and light laptop  (14 inches, dune, 1.58 kg, with ms office)",3.9,41990,1,0,,intel integrated uhd,2,windows,,dell,0,0,0,core i3 11th gen,8,0.0909090909090909,,,0.65625,0.0769230769230769,1,1,Pocket Friendly,1,0,0,
"dell vostro core i5 11th gen - (8 gb/512 gb ssd/windows 10/2 gb graphics) vostro 3400 thin and light laptop  (14 inches, dune, 1.58 kg, with ms office)",3.8,54190,1,2 gb,512 gb,nvidia geforce mx330,4,windows,,dell,1,1,1,core i5 11th gen,8,0.133566433566434,512,0.2,0.625,0.230769230769231,0,0,Mid Range,0,1,0,
"dell vostro core i3 11th gen - (4 gb/1 tb hdd/256 gb ssd/windows 10 home) vostro 3400 thin and light laptop  (14 inch, accent black, 1.58 kg, with ms office)",3.9,34990,1,0,256 gb,intel integrated uhd,2,windows,,dell,1,0,1,core i3 11th gen,4,0.0664335664335664,256,0.0666666666666667,0.65625,0.0769230769230769,0,0,Pocket Friendly,1,0,0,
"dell vostro core i3 10th gen - (8 gb/512 gb ssd/windows 10) vostro 3401 thin and light laptop  (14 inch, dune, 1.58 kg, with ms office)",3.8,40990,1,0,512 gb,intel integrated uhd,2,windows,,dell,0,0,0,core i3 10th gen,8,0.0874125874125874,512,0.2,0.625,0.0769230769230769,0,0,Pocket Friendly,1,0,0,
"dell inspiron core i5 11th gen - (16 gb/512 gb ssd/windows 10) inspiron 5418 thin and light laptop  (14 inches, platinum silver, 1.5 kg, with ms office)",4.4,72748,1,0,512 gb,intel integrated iris xe,4,windows,,dell,1,0,1,core i5 11th gen,16,0.198454545454545,512,0.2,0.8125,0.230769230769231,0,0,Mid Range,0,1,0,
"dell vostro ryzen 5 hexa core 5500u - (8 gb/512 gb ssd/windows 10) vostro 5415 thin and light laptop  (14 inch, titan grey, 1.5 kg, with ms office)",4.5,59490,1,0,512 gb,amd radeon,6,windows,,dell,1,0,1,,8,0.152097902097902,512,0.2,0.84375,0.384615384615385,0,0,Mid Range,0,1,0,
"dell inspiron core i5 11th gen - (16 gb/512 gb ssd/windows 10/2 gb graphics) inspiron 5410 2 in 1 laptop  (14 inch, platinum silver, 1.56 kg, with ms office)",4.5,83990,1,2 gb,512 gb,nvidia geforce mx350,4,windows,,dell,1,1,1,core i5 11th gen,16,0.237762237762238,512,0.2,0.84375,0.230769230769231,0,0,High End,0,0,1,
"dell inspiron core i5 11th gen - (16 gb/512 gb ssd/windows 10) inspiron 5518 thin and light laptop  (15.3 inch, platinum silver, 1.65 kg, with ms office)",4.2,68990,1,0,512 gb,intel integrated iris xe,4,windows,,dell,1,0,1,core i5 11th gen,16,0.185314685314685,512,0.2,0.75,0.230769230769231,0,0,Mid Range,0,1,0,
"dell inspiron ryzen 5 hexa core 5500u - (8 gb/512 gb ssd/windows 10) inspiron 5515 thin and light laptop  (15.6 inch, silver, 1.64 kg, with ms office)",4.5,59490,1,0,512 gb,amd radeon vega,6,windows,,dell,1,0,1,,8,0.152097902097902,512,0.2,0.84375,0.384615384615385,0,0,Mid Range,0,1,0,
